,factor1_measure,factor2_measure,factor3_measure,factor4_measure,factor5_measure,factor6_measure,student
525,0.0,0.0,0.0,11.5,0.0,10.0,217048
526,0.0,0.0,0.0,12.5,0.0,,217059
527,0.0,14.0,11.3333333333,15.25,10.4285714286,,217060
528,0.0,0.0,0.0,11.0,0.0,,217071
529,0.0,0.0,0.0,0.0,10.0,,217187
530,16.5,14.3333333333,15.2222222222,15.5,16.1428571429,,217198
531,0.0,0.0,0.0,11.0,0.0,,217203
532,15.6,14.0,13.7777777778,14.25,14.2857142857,,217206
533,14.1666666667,0.0,13.0,12.5,10.0,,217208
534,0.0,,0.0,12.0,14.0,,217232
535,0.0,0.0,0.0,14.25,0.0,,217271
536,0.0,0.0,0.0,12.0,10.0,,217272
537,0.0,0.0,0.0,12.75,14.0,,217279
538,0.0,0.0,0.0,11.0,0.0,,217297
539,0.0,10.0,0.0,12.5,0.0,,217329
540,0.0,,0.0,13.0,0.0,,217351
541,,,,,16.0,,217353
542,15.7,13.3333333333,15.4444444444,16.75,14.1428571429,15.0,217379
543,13.4,11.6666666667,13.6666666667,14.75,14.5714285714,16.0,217391
544,13.9,15.0,14.8888888889,15.25,13.2857142857,15.625,217424
545,0.0,0.0,0.0,13.75,11.4285714286,,217457
546,13.3,11.6666666667,14.3333333333,14.25,14.4285714286,,217511
547,0.0,,0.0,12.0,0.0,,217512
548,0.0,0.0,0.0,12.5,0.0,,217589
549,13.2,0.0,11.4444444444,13.5,13.7142857143,,217634
550,0.0,14.0,12.0,14.0,0.0,,217642
551,13.5,0.0,12.3333333333,15.0,13.8571428571,,217680
552,0.0,0.0,0.0,13.0,12.1428571429,,217684
553,13.1,0.0,0.0,11.25,14.2857142857,,217699
554,0.0,0.0,0.0,12.0,0.0,,217700
555,12.0,12.6666666667,12.0,13.5,0.0,,217780
556,0.0,11.3333333333,11.0,14.25,12.4285714286,,217792
557,0.0,0.0,0.0,11.5,0.0,,217795
558,0.0,0.0,0.0,13.75,0.0,,217805
559,,,,,11.0,,217837
560,0.0,0.0,0.0,12.0,0.0,,217853
561,0.0,0.0,0.0,12.0,0.0,,217887
562,14.8,14.6666666667,12.4444444444,14.0,14.1428571429,,217899
563,0.0,,0.0,12.0,0.0,,217914
564,11.4,0.0,0.0,13.75,11.4285714286,,217920
565,12.7,10.6666666667,0.0,12.5,12.8,,217955
566,0.0,,14.0,16.0,12.0,,218042
567,0.0,0.0,0.0,12.5,0.0,,218043
568,0.0,0.0,0.0,11.5,0.0,,218065
569,0.0,0.0,0.0,13.5,0.0,,218077
570,0.0,0.0,0.0,10.5,0.0,,218165
571,14.4,0.0,13.8888888889,14.0,0.0,,218232
572,0.0,0.0,0.0,13.5,0.0,,218238
573,0.0,,0.0,12.0,10.0,,218250
574,0.0,14.0,0.0,12.0,0.0,,218251
575,12.7,13.6666666667,12.2222222222,12.75,0.0,,218264
576,0.0,,0.0,0.0,10.0,,218280
577,0.0,10.6666666667,0.0,13.75,12.2857142857,11.5,218387
578,0.0,,0.0,12.0,0.0,,218394
579,0.0,15.0,12.4444444444,16.0,11.8571428571,13.375,218397
580,16.0,15.6666666667,16.7777777778,16.0,15.2857142857,16.5,218439
581,0.0,,0.0,13.0,0.0,,218452
582,12.4,13.6666666667,11.8888888889,15.75,15.1428571429,,218537
583,0.0,0.0,0.0,10.0,10.0,,218540
584,0.0,13.0,13.0,15.3333333333,0.0,,218589
585,0.0,15.6666666667,0.0,13.75,11.0,,218599
586,12.1,10.6666666667,0.0,11.75,11.7142857143,,218625
587,0.0,10.0,0.0,12.5,11.0,,218661
588,0.0,13.3333333333,11.3333333333,14.0,10.1428571429,,218705
589,13.1,13.3333333333,13.0,14.0,0.0,0.0,218742
590,0.0,10.3333333333,0.0,12.5,0.0,,218765
591,13.3,13.0,12.1111111111,15.75,12.0,14.6666666667,218771
592,0.0,0.0,0.0,13.5,13.8571428571,,218878
593,0.0,0.0,0.0,13.0,0.0,,218949
594,0.0,0.0,0.0,11.0,0.0,,218958
595,12.4,14.0,0.0,14.0,12.2857142857,15.1666666667,219024
596,0.0,0.0,0.0,13.0,0.0,,219163
597,0.0,0.0,0.0,0.0,0.0,,219206
598,0.0,0.0,0.0,12.5,14.3333333333,,219337
599,0.0,10.0,0.0,12.0,12.0,,219340
600,0.0,0.0,0.0,14.0,0.0,,219425
601,0.0,,0.0,12.0,0.0,,219463
602,0.0,14.0,13.4444444444,15.5,0.0,,219481
603,0.0,,0.0,0.0,12.0,,219482
604,14.1,13.6666666667,16.0,14.75,0.0,,219497
605,0.0,12.0,0.0,14.0,0.0,0.0,219618
606,0.0,0.0,0.0,13.0,10.8571428571,,219619
607,0.0,11.3333333333,11.0,13.5,13.0,,219640
608,0.0,0.0,0.0,0.0,0.0,,219646
609,12.8181818182,12.5,0.0,13.3333333333,14.0,13.3333333333,219662
610,13.6,10.0,0.0,11.5,12.5714285714,,219680
611,0.0,0.0,0.0,13.5,10.6666666667,,219689
612,12.6,16.0,0.0,15.75,15.1428571429,15.625,219692
613,0.0,0.0,0.0,13.5,0.0,,219710
614,0.0,,0.0,0.0,0.0,,219731
615,0.0,0.0,0.0,13.5,0.0,,219851
616,0.0,0.0,11.4444444444,13.5,13.8571428571,,219899
617,11.9,0.0,11.7777777778,14.0,12.7142857143,0.0,219958
618,12.8,11.3333333333,0.0,15.75,0.0,12.5,220102
619,0.0,,0.0,0.0,0.0,,220229
620,0.0,11.3333333333,0.0,14.0,0.0,,220378
621,0.0,0.0,0.0,13.0,11.4,,220412
622,0.0,11.3333333333,12.5555555556,12.25,0.0,,220428
623,0.0,0.0,0.0,11.5,0.0,,220643
624,0.0,0.0,0.0,0.0,0.0,,223200
625,0.0,13.0,,,11.5,0.0,224945
626,,,,,0.0,,224949
627,0.0,12.0,0.0,13.0,0.0,0.0,226466
628,0.0,11.0,0.0,11.5,10.0,,235624
629,0.0,,0.0,,0.0,,251975
630,11.0,12.6666666667,11.1111111111,14.75,14.4285714286,,252195
631,0.0,0.0,0.0,12.5,11.0,,252197
632,16.5,14.6666666667,18.4444444444,15.5,17.2857142857,,252207
633,13.1,12.3333333333,12.7777777778,14.25,13.7142857143,,252209
634,0.0,0.0,0.0,11.0,0.0,,252210
635,11.7,13.6666666667,0.0,14.25,12.1428571429,,252211
636,0.0,12.6666666667,0.0,14.25,12.1428571429,,252212
637,13.3,12.6666666667,0.0,14.0,13.0,,252219
638,0.0,0.0,0.0,11.0,15.0,,252233
639,0.0,11.0,0.0,13.0,12.0,,252234
640,12.4,12.0,0.0,13.75,13.0,,252235
641,0.0,12.6666666667,11.7777777778,13.75,0.0,,252237
642,0.0,0.0,0.0,11.5,12.0,,252254
643,15.8,14.6666666667,14.2222222222,14.5,15.2857142857,,252258
644,0.0,13.3333333333,0.0,13.5,13.2,,252260
645,13.3,15.6666666667,12.6666666667,13.75,12.2857142857,,252261
646,0.0,0.0,0.0,12.75,0.0,,252274
647,0.0,12.6666666667,0.0,14.0,12.7142857143,,252276
648,0.0,0.0,0.0,12.0,0.0,,252277
649,16.7,17.3333333333,17.2222222222,14.75,15.4,,252286
650,0.0,12.3333333333,0.0,13.25,15.0,,252307
651,13.4,12.6666666667,11.6666666667,14.5,14.2857142857,,252348
652,0.0,12.0,11.7777777778,13.75,11.4285714286,,252350
653,13.1,14.3333333333,11.8888888889,14.75,13.0,,252381
654,0.0,,0.0,0.0,0.0,,252402
655,0.0,11.5,0.0,13.0,12.6666666667,,252411
656,0.0,0.0,0.0,10.5,0.0,,252999
657,16.4,18.3333333333,16.2222222222,16.0,15.7142857143,17.0,253239
658,15.1,13.6666666667,12.4444444444,14.0,12.5714285714,,253242
659,0.0,13.0,0.0,12.0,11.0,,253250
660,0.0,0.0,0.0,11.5,0.0,,253251
661,0.0,13.3333333333,11.6666666667,14.0,12.2857142857,,253252
662,0.0,0.0,0.0,11.5,10.0,,253552
663,15.1,17.6666666667,13.7777777778,15.25,12.8571428571,,253613
664,0.0,14.6666666667,13.7777777778,14.5,12.4285714286,13.0,253643
665,0.0,0.0,0.0,0.0,0.0,,253655
666,0.0,12.6666666667,0.0,14.0,0.0,13.125,253664
667,0.0,0.0,0.0,10.0,0.0,,253712
668,11.4,14.3333333333,0.0,14.0,12.7142857143,,253725
669,0.0,12.0,0.0,15.0,0.0,0.0,253779
670,0.0,0.0,0.0,0.0,0.0,,253842
671,12.3,12.6666666667,11.5555555556,14.5,14.0,11.8333333333,253863
672,13.0,14.6666666667,13.7777777778,15.0,12.7142857143,,253889
673,0.0,,0.0,16.0,0.0,,253924
674,,,,,10.0,,253937
675,0.0,12.6666666667,0.0,14.5,14.2857142857,,253980
676,0.0,13.3333333333,0.0,13.75,13.0,,254002
677,0.0,11.3333333333,0.0,11.5,0.0,0.0,254035
678,12.6,11.6666666667,12.0,12.5,12.3333333333,,254173
679,0.0,0.0,0.0,15.0,11.8571428571,,254188
680,0.0,12.6666666667,0.0,14.0,0.0,,254221
681,0.0,12.6666666667,0.0,13.5,12.8571428571,,254237
682,0.0,0.0,0.0,11.0,0.0,,254279
683,0.0,0.0,0.0,0.0,0.0,,254298
684,0.0,0.0,0.0,12.5,0.0,,254318
685,0.0,0.0,11.3333333333,13.25,0.0,,254326
686,0.0,0.0,0.0,13.0,0.0,,254332
687,0.0,0.0,0.0,12.5,0.0,,254351
688,12.2,14.0,0.0,15.0,10.8571428571,13.75,254397
689,0.0,0.0,0.0,11.5,0.0,,254408
690,,,,,11.5,,254410
691,15.0,16.0,14.5555555556,14.25,15.4285714286,,254448
692,0.0,12.0,0.0,12.0,11.0,,254468
693,13.1,14.6666666667,12.6666666667,13.5,12.2857142857,,254475
694,,,,,0.0,,254494
695,0.0,11.0,0.0,12.0,0.0,,254528
696,0.0,0.0,0.0,0.0,0.0,,254529
697,14.1,14.0,11.3333333333,14.75,14.1428571429,,254534
698,0.0,11.3333333333,0.0,15.0,0.0,,254538
699,0.0,11.0,0.0,12.5,0.0,,254539
700,0.0,16.0,12.5555555556,13.25,0.0,,254560
701,16.1,17.6666666667,15.8888888889,16.0,16.5714285714,17.3333333333,254563
702,17.2,17.0,16.0,14.5,13.8571428571,,254585
703,0.0,14.6666666667,0.0,14.25,12.0,,254599
704,13.9,14.6666666667,14.5555555556,14.25,14.4285714286,,254621
705,13.9,16.3333333333,12.3333333333,14.75,15.0,,254703
706,12.7,14.6666666667,12.8888888889,12.25,14.2857142857,,254713
707,0.0,0.0,0.0,12.0,0.0,,254723
708,12.3,14.3333333333,12.5555555556,13.5,13.0,,254733
709,0.0,15.3333333333,13.0,14.75,0.0,0.0,254751
710,0.0,12.3333333333,0.0,13.75,10.8571428571,0.0,254755
711,16.5,17.3333333333,14.6666666667,15.0,0.0,,254761
712,11.6,13.0,12.7777777778,13.25,14.2,,254770
713,17.7,17.0,17.0,14.75,16.8571428571,15.3333333333,254811
714,13.8,14.3333333333,13.3333333333,14.0,14.0,,254816
715,14.8,15.6666666667,15.0,16.25,13.2857142857,15.75,254850
716,0.0,12.3333333333,0.0,15.0,13.2857142857,12.75,254853
717,0.0,0.0,0.0,13.0,0.0,0.0,254857
718,14.6,15.6666666667,14.1111111111,15.75,13.7142857143,,254879
719,15.8,14.6666666667,14.5555555556,15.0,15.1428571429,,255043
720,0.0,0.0,0.0,0.0,0.0,,255049
721,0.0,13.0,13.3333333333,14.25,0.0,,255063
722,0.0,10.0,0.0,11.0,10.0,,255082
723,15.6,14.0,16.1111111111,15.5,15.2,,255105
724,0.0,13.3333333333,0.0,13.0,11.4285714286,,255107
725,12.4,14.3333333333,12.4444444444,12.5,10.2857142857,,255112
726,0.0,0.0,0.0,11.5,0.0,,255132
727,11.9,13.6666666667,11.8888888889,13.25,11.5714285714,,255136
728,0.0,14.3333333333,11.7777777778,14.75,15.8571428571,,255190
729,0.0,0.0,0.0,12.0,0.0,,255231
730,11.7,11.3333333333,11.2222222222,12.25,12.1428571429,12.6666666667,255254
731,14.2,15.3333333333,11.5555555556,12.0,13.1428571429,,255304
732,0.0,0.0,0.0,12.5,0.0,,255319
733,0.0,10.0,0.0,12.5,10.0,,255335
734,16.6,15.0,16.1111111111,13.5,15.5714285714,,255340
735,0.0,0.0,0.0,12.5,0.0,,255390
736,0.0,0.0,0.0,13.0,0.0,,255399
737,13.1,16.3333333333,12.3333333333,14.75,13.5714285714,,255439
738,14.8,17.6666666667,14.4444444444,14.75,15.7142857143,,255451
739,12.0,16.3333333333,13.4444444444,18.0,13.4285714286,15.875,255454
740,0.0,0.0,0.0,0.0,14.0,,255592
741,16.6,16.0,14.4444444444,14.5,16.8571428571,,255619
742,13.6,12.0,13.2222222222,13.75,13.0,13.0,255634
743,0.0,0.0,0.0,12.0,12.5,,255647
744,0.0,12.6666666667,0.0,14.5,13.4,,255650
745,14.9,15.6666666667,14.2222222222,15.5,16.2857142857,17.0,255811
746,0.0,0.0,0.0,0.0,0.0,,255831
747,13.4,13.6666666667,12.8888888889,13.5,0.0,,255873
748,16.2,16.0,14.8888888889,14.25,17.0,,255882
749,14.0,12.6666666667,13.1111111111,14.0,13.5714285714,,255884
750,0.0,0.0,0.0,12.0,0.0,,255887
751,0.0,0.0,0.0,11.5,0.0,,255904
752,13.3,13.6666666667,13.3333333333,13.75,0.0,,255950
753,0.0,0.0,0.0,11.0,12.0,,255965
754,15.8,16.0,15.3333333333,13.5,16.7142857143,,255983
755,0.0,12.6666666667,12.6666666667,12.5,11.1428571429,,255986
756,12.8,13.3333333333,13.4444444444,14.5,14.2857142857,14.875,255990
757,0.0,0.0,0.0,12.0,0.0,,256028
758,0.0,15.0,0.0,13.75,0.0,0.0,256089
759,0.0,0.0,0.0,13.0,10.0,,256101
760,0.0,0.0,0.0,12.0,0.0,,256105
761,0.0,0.0,0.0,11.0,0.0,,256107
762,0.0,14.3333333333,12.3333333333,13.25,11.5714285714,,256151
763,14.1,16.3333333333,14.3333333333,14.75,14.8571428571,,256295
764,12.6,0.0,10.6666666667,12.75,13.8571428571,,256296
765,0.0,0.0,0.0,12.5,0.0,,256361
766,,,,,12.0,,256372
767,0.0,0.0,0.0,0.0,0.0,,256379
768,0.0,0.0,0.0,0.0,0.0,,256419
769,0.0,,0.0,10.0,0.0,,256422
770,0.0,10.3333333333,0.0,14.5,0.0,,256432
771,0.0,12.6666666667,0.0,12.5,13.8571428571,,256470
772,,,,,12.0,12.2,256483
773,0.0,10.0,0.0,0.0,0.0,,256499
774,0.0,0.0,0.0,0.0,0.0,,256511
775,14.4,15.3333333333,14.6666666667,15.25,13.4285714286,17.0,256516
776,14.8,16.6666666667,15.3333333333,14.75,13.4285714286,,256527
777,17.3,16.6666666667,17.3333333333,14.75,16.0,,256568
778,0.0,0.0,0.0,13.0,,,256600
779,0.0,0.0,0.0,11.5,0.0,,256654
780,12.7,13.3333333333,11.5555555556,12.75,12.4,,256713
781,,,,,13.5,15.3333333333,256717
782,0.0,12.0,0.0,14.5,0.0,0.0,256743
783,0.0,0.0,0.0,12.5,0.0,,256745
784,11.8333333333,16.0,0.0,15.0,0.0,,256765
785,0.0,12.0,0.0,12.5,0.0,,256768
786,16.3,14.6666666667,15.4444444444,15.0,17.0,,256770
787,15.6,17.0,14.5555555556,16.75,16.2857142857,15.1666666667,256777
788,13.7,15.6666666667,11.7777777778,14.0,14.8571428571,,256779
789,17.7,18.0,16.6666666667,14.75,17.4285714286,,256851
790,0.0,14.0,0.0,13.5,0.0,,256855
791,0.0,11.5,0.0,15.6666666667,0.0,0.0,256925
792,0.0,0.0,0.0,13.0,0.0,,256929
793,0.0,0.0,0.0,13.5,0.0,13.0,256941
794,0.0,0.0,0.0,12.0,0.0,,256942
795,0.0,12.0,0.0,14.5,0.0,,256947
796,0.0,0.0,0.0,12.75,0.0,0.0,256949
797,13.0,13.6666666667,12.2222222222,14.5,13.7142857143,,256957
798,0.0,0.0,0.0,13.0,13.0,,256976
799,0.0,10.0,0.0,12.5,0.0,,257021
800,15.5,17.6666666667,13.6666666667,14.75,14.0,,257084
801,0.0,0.0,0.0,15.0,14.0,,257093
802,0.0,12.6666666667,0.0,13.75,0.0,,257099
803,15.4,16.3333333333,13.8888888889,15.25,14.1428571429,,257108
804,0.0,13.3333333333,0.0,13.25,12.4285714286,,257124
805,0.0,12.3333333333,0.0,14.75,10.4,,257131
806,11.0,,,,10.0,,257214
807,14.0,14.6666666667,12.8888888889,12.5,13.1428571429,,257215
808,,,,,13.0,,257268
809,0.0,0.0,0.0,11.0,0.0,,257289
810,0.0,12.3333333333,0.0,13.75,0.0,,257311
811,,,,,13.5,,257336
812,0.0,12.6666666667,0.0,13.0,0.0,,257393
813,,,,,15.5,,257416
814,0.0,12.3333333333,0.0,12.0,12.4285714286,,257422
815,0.0,0.0,0.0,11.75,0.0,,257435
816,11.9,11.3333333333,12.5555555556,15.25,12.4285714286,,257450
817,13.0,17.0,13.6666666667,15.25,13.7142857143,,257461
818,0.0,0.0,0.0,0.0,0.0,,257462
819,0.0,13.6666666667,0.0,13.5,0.0,,257474
820,0.0,11.0,0.0,13.0,0.0,0.0,257477
821,0.0,0.0,0.0,0.0,0.0,,257542
822,0.0,11.0,0.0,12.5,0.0,,257589
823,15.3,14.0,15.7777777778,14.25,13.1428571429,,257612
824,14.3,15.0,12.2222222222,15.0,14.7142857143,14.1666666667,257659
825,,,,,10.5,,257694
826,0.0,0.0,0.0,0.0,0.0,,257741
827,0.0,,0.0,11.0,0.0,,257744
828,15.9,16.3333333333,15.2222222222,15.75,14.1428571429,,257751
829,12.4,11.3333333333,11.3333333333,13.75,0.0,,257776
830,0.0,14.0,12.3333333333,13.75,12.2857142857,,257826
831,12.0,12.6666666667,12.5555555556,14.5,11.7142857143,0.0,257835
832,0.0,0.0,0.0,12.0,0.0,,257876
833,0.0,0.0,0.0,0.0,0.0,,257915
834,0.0,15.0,13.2222222222,14.0,14.2857142857,,257952
835,13.6,13.3333333333,0.0,13.5,12.6,,257975
836,0.0,12.0,0.0,13.0,0.0,,257976
837,13.3,10.6666666667,0.0,13.75,13.4285714286,,258020
838,0.0,0.0,0.0,12.0,0.0,,258068
839,0.0,14.0,0.0,14.25,13.4285714286,,258096
840,13.1,15.3333333333,11.6666666667,14.5,13.1428571429,,258126
841,12.2,14.3333333333,0.0,14.0,13.1428571429,,258129
842,0.0,0.0,0.0,14.5,0.0,0.0,258146
843,0.0,0.0,0.0,14.25,0.0,,258147
844,0.0,0.0,0.0,14.25,12.4285714286,,258179
845,0.0,15.0,0.0,14.25,12.5714285714,,258187
846,11.5,12.3333333333,0.0,13.0,13.2857142857,,258218
847,0.0,0.0,0.0,15.0,0.0,,258227
848,0.0,0.0,0.0,12.5,0.0,,258249
849,12.6,0.0,0.0,12.25,13.8571428571,,258256
850,0.0,0.0,0.0,12.75,0.0,,258277
851,0.0,0.0,0.0,13.75,0.0,,258281
852,0.0,0.0,0.0,11.5,0.0,,258301
853,0.0,14.0,0.0,15.0,0.0,,258302
854,0.0,13.0,0.0,13.0,0.0,0.0,258345
855,0.0,0.0,0.0,11.0,11.0,,258358
856,0.0,0.0,0.0,12.0,12.0,,258359
857,0.0,,0.0,13.0,15.0,,258412
858,0.0,13.3333333333,12.1111111111,14.5,11.4285714286,0.0,258417
859,0.0,13.0,0.0,14.0,14.0,,258652
860,0.0,13.3333333333,0.0,14.75,0.0,13.75,258654
861,,,,,14.0,,258670
862,0.0,0.0,0.0,11.0,11.0,,258682
863,0.0,11.0,0.0,11.5,13.0,,258684
864,13.4,0.0,12.5555555556,14.0,15.2,,258751
865,0.0,0.0,0.0,11.0,0.0,,258754
866,12.7,13.6666666667,11.7777777778,14.75,15.4285714286,,258771
867,12.9,13.3333333333,11.6666666667,14.75,13.0,,258855
868,12.9,16.6666666667,12.1111111111,14.0,13.7142857143,,258878
869,12.7,13.6666666667,0.0,14.5,13.6,,258892
870,13.1,14.3333333333,14.6666666667,13.25,0.0,,258905
871,0.0,0.0,0.0,14.0,0.0,14.375,258939
872,13.1,0.0,12.1111111111,12.25,11.7142857143,,258966
873,0.0,12.3333333333,10.6666666667,14.0,10.8571428571,,258975
874,0.0,15.0,12.0,14.75,13.5714285714,,259001
875,0.0,0.0,0.0,13.25,0.0,0.0,259007
876,0.0,0.0,0.0,11.5,0.0,,259009
877,13.3,14.6666666667,12.1111111111,14.0,15.8571428571,15.5,259010
878,0.0,0.0,0.0,14.0,0.0,0.0,259012
879,0.0,0.0,0.0,12.5,12.0,,259021
880,13.7,13.3333333333,11.5555555556,13.25,13.4285714286,12.1666666667,259090
881,14.1,15.6666666667,14.0,15.5,15.8571428571,,259116
882,0.0,14.0,0.0,14.25,0.0,0.0,259136
883,0.0,13.0,10.4444444444,11.75,0.0,,259167
884,12.7,14.0,11.3333333333,13.5,13.8571428571,13.875,259189
885,12.1,15.6666666667,13.4444444444,14.0,14.4285714286,13.8333333333,259197
886,0.0,0.0,0.0,11.0,0.0,,259199
887,0.0,0.0,0.0,11.5,0.0,,259211
888,0.0,13.0,0.0,13.4,12.7142857143,0.0,259212
889,0.0,11.3333333333,0.0,13.75,10.2857142857,12.1666666667,259214
890,0.0,12.0,0.0,16.0,0.0,,259237
891,0.0,0.0,0.0,0.0,0.0,,259242
892,14.7,17.3333333333,12.6666666667,15.25,15.5714285714,,259244
893,16.3,16.0,16.8888888889,14.0,14.8571428571,,259251
894,13.1,16.0,11.5555555556,14.0,0.0,,259274
895,0.0,0.0,0.0,11.5,0.0,,259316
896,13.6,16.3333333333,10.6666666667,12.75,14.1428571429,,259317
897,0.0,11.3333333333,0.0,13.75,13.1428571429,,259321
898,11.8,15.0,12.3333333333,13.75,0.0,,259325
899,13.3,0.0,12.1111111111,12.5,12.0,,259401
900,0.0,15.3333333333,0.0,14.0,13.7142857143,,259422
901,0.0,0.0,0.0,12.0,12.0,,259441
902,0.0,12.0,0.0,12.25,13.7142857143,,259466
903,12.3,15.0,13.1111111111,14.5,10.4285714286,13.625,259471
904,15.3,16.3333333333,15.1111111111,14.75,15.2,,259508
905,0.0,14.3333333333,0.0,13.0,12.2857142857,0.0,259512
906,0.0,0.0,0.0,0.0,10.0,,259520
907,0.0,,0.0,14.0,0.0,,259524
908,,,,,15.5,,259533
909,0.0,15.3333333333,12.3333333333,13.5,13.8,,259563
910,0.0,0.0,0.0,12.25,0.0,,259570
911,13.8,13.0,13.3333333333,13.75,14.4285714286,,259648
912,0.0,0.0,0.0,10.5,10.0,,259654
913,13.1,14.0,13.5555555556,12.75,15.7142857143,,259735
914,0.0,,0.0,10.0,0.0,,259751
915,0.0,11.0,11.4444444444,14.25,12.0,,259755
916,11.8,15.0,11.1111111111,12.25,14.0,,259774
917,0.0,10.0,0.0,11.0,12.0,,259815
918,13.1,14.0,11.6666666667,13.0,12.0,,259823
919,0.0,10.0,0.0,13.0,0.0,,259832
920,14.7,15.6666666667,14.5555555556,15.0,14.1428571429,15.5,259849
921,0.0,,0.0,11.0,0.0,,259853
922,15.9,16.6666666667,13.7777777778,14.75,14.2857142857,,259888
923,0.0,10.3333333333,0.0,14.25,13.1428571429,,259890
924,13.6,12.0,11.8888888889,13.5,11.8,,259902
925,0.0,0.0,0.0,13.0,0.0,,259918
926,0.0,13.0,0.0,13.75,12.7142857143,13.0,259923
927,14.8,17.6666666667,16.0,11.75,16.0,,259945
928,0.0,,0.0,13.0,11.0,,259975
929,0.0,0.0,0.0,10.5,12.0,,260001
930,16.6,16.3333333333,17.0,14.75,16.8571428571,18.375,260019
931,0.0,11.0,13.4444444444,15.0,13.2857142857,,260064
932,0.0,0.0,0.0,13.5,0.0,,260067
933,0.0,12.3333333333,0.0,14.75,12.5714285714,,260071
934,15.9,15.0,14.6666666667,15.0,15.7142857143,,260076
935,0.0,13.0,11.8888888889,14.0,14.8571428571,,260077
936,13.6,15.3333333333,13.4444444444,13.75,15.1428571429,,260110
937,17.1,17.3333333333,17.1111111111,14.75,16.1428571429,17.3333333333,260112
938,0.0,13.0,,,13.5,0.0,260116
939,0.0,0.0,0.0,13.25,0.0,,260159
940,,,,,10.0,,260175
941,0.0,12.6666666667,10.3333333333,13.5,13.5714285714,,260178
942,14.8,15.3333333333,14.2222222222,15.75,13.8571428571,,260180
943,13.8,14.6666666667,13.3333333333,14.0,14.0,,260186
944,0.0,0.0,0.0,14.5,0.0,,260229
945,12.5,13.0,12.2222222222,14.0,0.0,,260256
946,0.0,15.3333333333,0.0,14.75,12.7142857143,0.0,260266
947,0.0,0.0,0.0,12.0,11.0,,260268
948,0.0,10.6666666667,11.0,12.0,14.5714285714,,260271
949,0.0,0.0,0.0,13.5,13.7142857143,,260293
950,0.0,0.0,0.0,11.5,0.0,,260314
951,0.0,0.0,0.0,11.5,0.0,,260327
952,0.0,11.6666666667,0.0,12.25,11.4285714286,0.0,260342
953,16.2,16.6666666667,16.1111111111,14.0,15.2857142857,,260344
954,0.0,13.0,0.0,13.0,12.4285714286,,260357
955,0.0,15.3333333333,0.0,15.0,13.4285714286,14.375,260385
956,15.6,17.3333333333,17.1111111111,15.75,17.5714285714,,260428
957,14.0,0.0,11.0,13.25,12.2,,260504
958,0.0,0.0,0.0,11.0,0.0,,260505
959,0.0,0.0,0.0,13.0,0.0,,260525
960,12.7,14.0,0.0,15.0,12.0,,260531
961,0.0,0.0,0.0,11.5,0.0,,260573
962,0.0,12.6666666667,0.0,14.0,11.8571428571,,260577
963,13.0,14.0,13.3333333333,14.25,12.2857142857,,260595
964,12.9,11.6666666667,0.0,14.75,0.0,,260603
965,0.0,0.0,0.0,13.25,0.0,,260634
966,0.0,0.0,0.0,13.5,0.0,,260666
967,12.6,12.3333333333,0.0,12.0,0.0,,260677
968,0.0,0.0,0.0,13.0,14.0,,260743
969,0.0,0.0,0.0,11.0,10.0,,260831
970,,,,,11.5,,260840
971,13.9,16.3333333333,13.3333333333,13.5,11.7142857143,,260938
972,0.0,0.0,0.0,10.0,0.0,,260995
973,16.6,17.3333333333,15.8888888889,15.0,15.2857142857,,261031
974,11.9,11.6666666667,0.0,14.25,12.8571428571,,261178
975,0.0,0.0,0.0,11.5,0.0,,261181
976,15.8,17.0,15.6666666667,13.75,13.8571428571,,261487
977,0.0,0.0,0.0,10.0,0.0,,261502
978,12.8,17.3333333333,0.0,14.75,11.2857142857,,261509
979,0.0,13.0,0.0,13.0,0.0,,261588
980,0.0,0.0,0.0,12.0,12.0,,261591
981,12.1,14.3333333333,11.4444444444,11.75,12.8571428571,14.875,261615
982,0.0,11.6666666667,0.0,11.5,0.0,,261631
983,0.0,0.0,0.0,0.0,0.0,,261641
984,16.2,16.0,15.0,13.75,12.8571428571,,261650
985,,,11.0,,12.5,,261846
986,13.4,15.0,13.2222222222,13.0,13.6,,261851
987,0.0,0.0,0.0,12.0,0.0,13.0,261853
988,0.0,0.0,0.0,0.0,0.0,,261874
989,0.0,,10.5,14.0,0.0,,261876
990,17.5,16.3333333333,16.7777777778,14.25,15.7142857143,,261879
991,0.0,0.0,0.0,10.0,0.0,,261881
992,15.1,15.3333333333,15.1111111111,14.5,0.0,,261885
993,0.0,,0.0,13.0,0.0,,261933
994,15.6,14.6666666667,13.3333333333,13.5,16.5714285714,,261949
995,0.0,12.6666666667,0.0,13.5,0.0,,262020
996,15.5,16.0,14.7777777778,13.5,14.5714285714,,262073
997,0.0,0.0,0.0,12.25,0.0,,262094
998,13.1,13.3333333333,13.0,13.0,15.2857142857,,262129
999,0.0,11.0,0.0,13.75,15.6666666667,,262132
1000,12.9,11.0,0.0,13.25,13.2857142857,,262134
1001,0.0,13.6666666667,0.0,14.0,14.1428571429,,262197
1002,12.2,12.6666666667,11.5555555556,12.5,0.0,,262199
1003,11.7,12.3333333333,11.4444444444,13.75,14.0,14.625,262224
1004,0.0,12.3333333333,0.0,12.5,0.0,,262227
